"aaln","name","house","birthdate","balance"
"452157",Gavyn Vasquez,raven,1991-06-29,17779.0
"063766",Maximilian Wiley,Beauxbatons,1970-12-01,32902.0
"037771",Yadiel Dennis,SLYTHERIN,2007-06-29,811.0
"345819",Campbell Clements,G,1981-10-16,24249.0
"469792",Maeve Morales,Ravenclaw,2014-03-24,29398.0
"326320",Karly Espinoza,Hufflepuff,1956-03-09,25800.0
"461139",Alexis Colon,gryffindor,2008-02-29,24894.0
"286278",Aarav Best,RA,1966-11-25,6983.0
"399852",Neil Shields,Ravenclaw,1966-01-17,3541.0
"53252",Shiloh Kemp,SLYTHERIN,1976-05-23,38159.0
"840734",Alannah Garza,RAVENCLAW,1994-10-27,43194.0
"4328",Ava Robbins,"",1980-04-30,26687.0
"082534",Jamari Ellis,Blue,1999-03-03,17667.0
"913624",Dashawn Hays,Slytherin,2013-03-25,19025.0
"858989",Carson Hill,Ravenclaw,2004-12-17,39965.0
"453476",Jovanni Hester,S,2006-06-05,37237.0
"484187",Travis Jenkins,Green,2008-04-27,46320.0
"653143",Maliyah Compton,ravenclaw,1971-11-18,3307.0
"914770",Eve Mcneil,raven,1982-07-25,1153.0
"94410",Khloe Frye,raven,1983-08-24,10465.0
"273171",Kennedi Bray,ravenclaw,2009-05-16,4289.0
"331638",Rafael Sawyer,HUFFLEPUFF,1986-12-05,30562.0
"397591",Zayne Richards,HUFFLEPUFF,1964-10-20,31987.0
"234433",Adrianna Smith,"",1996-04-16,30802.0
"848151",Giuliana Becker,Gr,2013-08-27,20587.0
"117617",Layla Dominguez,Slytherin,1966-03-24,16853.0
"187978",Luna Diaz,Gr,1976-06-25,40730.0
"302031",Katelynn Francis,Ilvermorny,2006-06-24,47932.0
"932361",Charles Buckley,RA,1973-04-03,4088.0
"271531",Nelson Nolan,Durmstrang,1978-06-21,37046.0
"942248",Konnor Chang,Huffle,1962-08-24,13791.0
"427559",Ricky Blackwell,raven,1996-05-23,23249.0
"574403",Jake Hines,HUflepluff,2004-05-06,43683.0
"39616",Tony Jackson,SL,1980-06-26,3942.0
"529908",Darren Mcintyre,Beauxbatons,1989-08-11,8180.0
"079900",Hazel Peterson,Slytherin,1983-04-01,40711.0
"09884",Quincy Bell,Gr,1983-07-20,46025.0
"569680",Sergio Mejia,SL,1981-11-27,34175.0
"964294",Rashad Mendoza,HUflepluff,2013-01-25,5642.0
"435681",Cory Glover,Hufflepuff,1988-05-08,10378.0
"430793",Dustin Duke,SLYTHERIN,1990-05-20,15002.0
"793034",Shayna Butler,raven,1983-03-13,9490.0
"139929",Baylee Cordova,Horned Serpent(Ilvermorny),2000-10-20,21606.0
"887703",Tessa Anthony,Horned Serpent(Ilvermorny),2007-07-13,17199.0
"410965",Alan Cohen,G,1984-09-15,19378.0
"785202",Adrianna Grant,GR,1959-09-19,763.0
"725017",Lance Rodriguez,Green,1979-09-09,4239.0
"003791",Ryker Simmons,ravenclaw,1967-11-29,25480.0
"126398",Jackson Morales,Horned Serpent(Ilvermorny),1976-02-07,18112.0
"49653",Natalie Brandt,N/A,1962-05-01,44015.0
"087786",Konner Knight,HUflepluff,1982-08-02,33634.0
"886742",Terrell Hawkins,raven,1956-10-09,41428.0
"928970",Carleigh Ramirez,Flitwick,1981-07-04,38811.0
"70126",Zaniyah Sutton,Slytherin,1976-09-24,48589.0
"461042",Immanuel Robles,HUFFLEPUFF,1955-01-26,7643.0
"268002",Nelson Mcguire,Huffle,2005-07-12,33007.0
"903800",Samantha Bender,gryf,1998-12-27,805.0
"492261",Alana Poole,ravenclaw,1982-11-27,5262.0
"204727",Frank Walls,Beauxbatons,1994-10-28,29753.0
"568392",Cadence Proctor,HUFFLE,1987-09-17,49056.0
"486601",Evangeline Martinez,Slytherin,1991-05-13,35272.0
"444680",Gunnar Anderson,raven,1986-09-21,36325.0
"204036",Amiyah Phelps,GR,1981-04-11,8020.0
"326817",Arjun House,Gryffindor,1979-07-08,45210.0
"486403",Liberty Walls,GR,1990-02-07,33415.0
"357537",Rocco Erickson,Ravenclaw,1957-05-05,17959.0
"145996",Walter Wells,GRYFFINDOR,2002-11-07,31336.0
"694512",Giovani Cox,SLYTHERIN,1979-09-07,5636.0
"227162",Jaiden Blanchard,Red,1971-09-08,25296.0
"072620",Amaris Francis,Hufflepuff,1959-04-24,10152.0
"798457",Leia Parsons,G,1979-12-18,49465.0
"907678",Cristal Wilkerson,Green,1960-10-08,43814.0
"995571",Ashly Holloway,Beauxbatons,1996-08-21,14439.0
"582637",Felix Lynch,N/A,2002-11-04,26730.0
"180566",Jair Hood,Snakes,1961-01-04,26500.0
"285656",Jaydan Gray,Snape,1962-03-06,49.0
"976216",Luna Clements,Beauxbatons,1970-01-30,28778.0
"13756",Talia Benson,Gryffindor,1984-06-21,27768.0
"095020",Ashlynn Cox,Snape,1962-08-27,18929.0
"745699",Lia Contreras,raven,2002-04-12,1284.0
"122869",Eve Small,RAVENCLAW,1994-12-08,24714.0
"932931",Leah Vaughan,McGonagall,1989-01-23,13213.0
"624801",Ronald Elliott,Slytherin,1990-04-25,10179.0
"436520",Tia Lawson,Huffle,2001-11-05,20507.0
"367265",Karli Mccormick,SLYTHERIN,1972-03-14,26304.0
"921108",Jean Huerta,RAVENCLAW,1987-09-29,39432.0
"184929",Lindsay Bernard,GRYFFINDOR,1965-05-15,12131.0
"452702",Asa Dunn,HU,1966-08-08,14212.0
"002795",Grayson Noble,N/A,1966-12-16,36708.0
"085813",Annika Weber,Gr,2007-06-10,13462.0
"561948",Muhammad Jenkins,griffindor,1963-09-05,40726.0
"651500",Dakota Rivas,OTHER,1994-06-11,38111.0
"610348",Andreas Skinner,Gr,1995-01-19,20258.0
"835479",Diamond Perkins,HUFFLEPUFF,1968-04-21,36958.0
"905541",Sariah Meyer,SLYTHERIN,1958-07-02,20830.0
"148736",Nikolas Booth,Hufflepuff,2001-07-13,8837.0
"409535",Gilbert Mclaughlin,HUFFLEPUFF,2007-01-19,31867.0
"167343",Casey Adams,Ravenclaw,2003-01-21,18972.0
"585738",Kolby Barker,Gryffindor,1979-06-10,313.0
"355708",Moses Hoffman,Slytherin,1990-06-21,9444.0
"851735",Eve Martinez,RAVENCLAW,1966-10-05,28160.0
"305980",Mina Nelson,Gryffindor,1997-10-23,29243.0
"077314",Jazlyn Houston,OThers,1984-12-03,32892.0
"636647",Warren Sanford,SLYTHERIN,2004-01-17,11317.0
"584648",Miley Harmon,Ravenclaw,2009-09-04,27582.0
"565349",Konner Mcfarland,gryffindor,1970-01-02,5197.0
"780675",Harper Simmons,G,2012-06-04,31780.0
"716870",Brenden James,gryffindor,1980-02-25,38267.0
"161334",Axel Poole,HUFFLEPUFF,1970-07-31,20734.0
"964031",Katie Bowen,Green,1963-10-20,36284.0
"591648",Payton Weber,RAVENCLAW,1964-08-13,24331.0
"907626",Lucia Delgado,N/A,2005-06-08,44524.0
"739279",Elvis Hatfield,HU,1965-12-01,24504.0
"737593",Reese House,SL,1987-05-12,41205.0
"490704",Lucy Davenport,Gr,1956-09-15,10869.0
"377459",Felicity Munoz,"",2009-03-26,38779.0
"330202",Kelvin Osborne,SLYTHERIN,2009-06-04,49183.0
"058344",Catherine Kemp,Green,1994-01-05,39655.0
"353267",Reece Duke,Slyth,1977-11-18,35283.0
"264530",Kinsley Holmes,Gryffindor,1978-05-03,31855.0
"71931",Giana Allison,Gryffindor,1991-09-21,42332.0
"034618",Gael Hobbs,Hufflepuff,1971-05-17,10218.0
"194880",Sarai Estes,OThers,2012-03-05,43971.0
"992082",Bryson Mann,House,1996-11-27,30435.0
"452179",Areli Chen,Beauxbatons,1992-07-31,47863.0
"540566",Lawrence Ferguson,HUFFLEPUFF,1988-08-02,10048.0
"480218",Courtney Small,ravenclaw,1975-09-16,27198.0
"122869",Gilbert Prince,"",1969-12-12,43161.0
"79831",Emilio Hughes,House,1958-09-30,19255.0
"003293",Alisa Willis,Ravenclaw,1979-11-25,12597.0
"471934",Deandre Cohen,HUFFLEPUFF,2011-04-01,32917.0
"151029",Leandro Zuniga,"",2000-10-30,33605.0
"340024",Ali Mccoy,Beauxbatons,1980-01-29,36902.0
"710155",Ava Jones,HUFFLEPUFF,2005-09-21,23099.0
"110675",Nathan Bass,SLYTHERIN,1955-04-30,45181.0
"771987",Natalia Mercer,HUFFLEPUFF,1973-12-16,33557.0
"112115",Aarav Green,"",1986-10-09,20136.0
"024903",Joanna Lynn,Ravenclaw,1965-11-24,20899.0
"950508",Sydney Flynn,Slytherin,1954-11-05,42329.0
"000300",Arely Price,Durmstrang,1980-03-03,16061.0
"961785",Mackenzie Odonnell,ravenclaw,1969-05-02,11600.0
"756209",Maliyah Jacobson,Ilvermorny,1979-06-11,41180.0
"087973",Cali Bailey,HU,1986-07-07,29608.0
"545301",Tate Choi,RAVENCLAW,1968-09-15,45321.0
"133103",Piper Yoder,Beauxbatons,1981-10-10,49154.0
"711261",Trinity Burgess,GR,2007-05-26,22772.0
"807499",Reagan Rowe,Red,2006-03-31,18268.0
"85206",Luz Merritt,SLYTHERIN,1990-04-02,48255.0
"626546",Lea Fitzpatrick,Castelobruxo,1965-12-15,43264.0
"867539",Christine Archer,Red,1960-03-26,48876.0
"65017",Gage Reeves,OThers,2008-12-13,27119.0
"611555",Yaritza Bird,Badgers,1966-04-11,44598.0
"865852",Valery Randolph,Green,2012-12-15,35770.0
"09",Alma Christensen,HU,2008-11-10,32961.0
"605824",Kaeden Huff,griffindor,2008-10-31,23973.0
"454951",Yair Beck,Castelobruxo,1959-05-12,1571.0
"793831",Jaslene Bird,gryfindor,2008-07-06,25331.0
"693089",Lara Vega,Hufflepuff,1961-02-13,28056.0
"879879",Adelaide Wade,Gr,1989-12-28,3965.0
"782514",Joel Willis,"",1961-03-07,8199.0
"749745",Tara Avila,Ravenclaw,1974-03-30,1463.0
"465155",Zavier Rasmussen,Koldovstoretz,1955-05-15,40028.0
"852707",Ronnie Collier,HUFFLE,1975-08-17,4327.0
"312748",Ray Ward,RAVENCLAW,1970-01-22,44782.0
"255083",Isabela Heath,SL,1954-07-05,27868.0
"210555",Olive Sparks,HUFFLEPUFF,1971-04-15,46571.0
"108755",Jorge Ball,GRYFFINDOR,1990-05-30,20067.0
"140145",Molly Friedman,Horned Serpent(Ilvermorny),1996-12-17,29909.0
"870045",Keith Nicholson,SL,1963-08-05,16827.0
"65227",Keaton Lane,SL,1958-12-13,39464.0
"571395",Terrell Perry,House,1965-03-19,44984.0
"642100",Nathalia Boone,Hufflepuff,1960-07-29,29214.0
"012585",Emily Fitzpatrick,HUFFLE,1978-06-09,8271.0
"853326",Armani Reed,Gryffindor,1981-10-05,3995.0
"150332",Enrique Boyer,Gryffindor,1973-09-20,40690.0
"533372",Annabelle Beard,N/A,1995-12-27,10604.0
"15852",Charlie Galvan,RA,1994-04-04,41878.0
"564580",Isaac Escobar,G,1960-11-27,16923.0
"265745",Joanna Gonzalez,Durmstrang,2012-07-29,1559.0
"79130",London Newman,R,1963-05-06,40625.0
"673721",Nasir Coleman,Hufflepuff,1987-07-31,43935.0
"429856",Emmalee Hinton,"",2003-05-17,24998.0
"887974",Maximillian Wagner,Gr,2006-07-01,13561.0
"123087",Santos Pugh,HUFFLEPUFF,1980-05-10,1593.0
"277116",Melody Diaz,GR,1985-10-18,40862.0
"26786",Kamora Hensley,R,1990-05-31,4256.0
"296047",Jamie Jennings,G,1955-07-14,12629.0
"309844",Aydin Evans,HUFFLEPUFF,1983-10-07,45165.0
"526838",Patience Gaines,Gryffindor,2008-02-17,32279.0
"423263",Jude Sheppard,N/A,2002-04-04,36476.0
"882031",Katie Kim,G,2001-08-02,40170.0
"293125",Christopher Medina,griffindor,2011-07-07,48837.0
"499068",Quincy Abbott,Ravenclaw,1962-04-14,3472.0
"581056",Ireland Stein,RAVENCLAW,1974-04-05,8431.0
"844488",Jasmine Mejia,Hufflepuff,1970-05-10,5516.0
"717339",Amara Good,HU,1998-12-06,40872.0
"326595",Brett Potts,Snape,1988-12-01,18153.0
"634884",Zayne Gutierrez,Huffle,2010-06-06,49635.0
"719042",Marley Matthews,.,1958-08-29,12915.0
"839089",Savanna Patton,S,1955-11-28,29144.0
"800536",Johan Waters,raven,1974-03-31,8522.0
"505450",Richard Cantu,gryf,1967-07-11,10135.0
"885928",Nataly Hayes,HU,1993-01-02,31254.0
"668551",Raquel Carr,Durmstrang,1977-06-18,30472.0
"056844",Judith Perry,gryffindor,2002-07-31,41757.0
"200357",Michael Baird,GR,1981-03-13,1106.0
"38713",Luz Wong,SLYTHERIN,1974-07-19,45664.0
"368758",Donna Peck,Durmstrang,2004-03-16,17768.0
"96193",Alayna Kennedy,R,1955-04-24,9210.0
"013871",Giovanna Cummings,raven,1985-10-21,30890.0
"89709",Gerardo Herring,Hufflepuff,1993-01-01,22299.0
"504825",Deegan Stone,Hufflepuff,1958-04-03,37404.0
"992084",Houston Branch,Slytherin,1967-01-30,1778.0
"547722",Kolten Mitchell,ravenclaw,1977-01-17,9247.0
"199454",Jon Campbell,Jigglypuff,1986-04-11,4407.0
"377889",Sam Franklin,McGonagall,1992-12-04,36590.0
"670314",Viviana Mayo,McGonagall,1976-06-18,37116.0
"122687",Todd Wolfe,Snape,1983-06-15,27807.0
"009767",Ashanti Bauer,Green,1970-11-21,15921.0
"784351",Eleanor Holloway,Durmstrang,2001-12-05,43165.0
"612132",Janelle Zuniga,gryfindor,1958-06-08,27527.0
"580853",Ahmed Tucker,SLYTHERIN,1996-02-06,34357.0
"078654",Lara Faulkner,Hufflepuff,2001-08-12,30990.0
"725927",Antony Levine,Gryffindor,1975-11-18,17726.0
"060320",Jaylyn Kelly,"",2007-04-02,29457.0
"439725",Miriam Christensen,Ravenclaw,1986-03-15,20747.0
"834217",Maddox Mckinney,HUFFLEPUFF,1993-04-13,41566.0
"918343",Bella Hays,Hufflepuff,2012-11-23,9173.0
"746708",Iyana Walton,Beauxbatons,1998-06-25,28131.0
"671988",Aryan Ashley,GRYFFINDOR,1975-12-14,33263.0
"061112",Nola Ray,Beauxbatons,2010-09-01,20232.0
"416857",Paul Bonilla,ravenclaw,1958-12-09,48195.0
"508958",Quinn Warner,Ravenclaw,1995-03-15,26998.0
"935221",Luna Bernard,RA,2001-02-21,24664.0
"125914",Kamron White,raven,2002-10-03,38624.0
"756976",Taniya Cameron,Green,1999-10-24,42051.0
"373160",Branden Roberson,RA,1979-02-16,2437.0
"922881",Jaylon Baldwin,Slyth,2005-04-29,39930.0
"296347",Caroline Branch,"",1976-06-27,30292.0
"673085",Ansley Golden,Beauxbatons,1991-04-26,35230.0
"302335",Helena Wiley,Gryffindor,2000-06-28,6447.0
"403050",Jaylon David,Sprout,1966-04-24,337.0
"094152",Amari Decker,RA,1979-05-20,46191.0
"095689",Guillermo Reeves,Castelobruxo,2013-09-05,19285.0
"758351",Bryce Nash,Gryffindor,1958-03-01,41941.0
"076576",Amari Cowan,GR,2011-12-24,10016.0
"257382",Annika Mcclure,Hufflepuff,1970-05-27,27820.0
"977982",Konnor Young,Green,2004-08-30,40473.0
"230901",Lilyana Weeks,Snape,2008-07-30,30064.0
"495036",Sharon Palmer,RAVENCLAW,2001-12-11,47968.0
"138495",Sarahi Orozco,RA,2011-09-20,35689.0
"714801",Madalynn Mills,Green,2005-04-03,49735.0
"722538",Ray Lara,"",1971-05-09,40861.0
"936418",Jan Deleon,R,1967-01-15,27221.0
"209000",Kamryn Rollins,SL,1987-06-07,13661.0
"454943",Rayan Silva,Hufflepuff,1987-02-12,26424.0
"022767",Kristopher Weber,Red,1994-12-01,8239.0
"979040",Ada Burnett,Ravenclaw,2005-11-26,25243.0
"032368",Kristin Velasquez,RAVENCLAW,2000-07-04,23658.0
"903564",Ashleigh Morrison,Huffle,1989-03-17,34300.0
"457042",Alexzander Mayo,HUflepluff,2000-10-09,16273.0
"598217",Max Jefferson,"",1971-08-20,20918.0
"971021",Kiara Gilmore,N/A,2007-07-26,6676.0
"128751",Austin Wise,Gryffindor,1958-09-12,37845.0
"18962",Madeleine Richards,RAVENCLAW,1985-05-02,49454.0
"352150",Deshawn Velazquez,Red,2012-07-13,86.0
"974517",Michaela Willis,"",1974-10-30,7044.0
"730291",Greyson Stein,G,2002-10-27,66.0
"274000",Jalen Kemp,HUFFLEPUFF,1984-09-22,8776.0
"822816",Shyla Estrada,HUFFLEPUFF,1955-12-17,18943.0
"340774",Elaine Lyons,Slytherin,1958-06-13,16112.0
"588048",Rayna Frost,Koldovstoretz,1957-12-25,46439.0
"581750",Payten Valenzuela,HU,1983-12-07,19893.0
"714786",Jordan Bauer,Slyth,1975-11-25,31353.0
"083557",Hayley Dawson,Huffle,2007-03-31,33880.0
"820846",Camille Turner,gryffindor,1975-04-10,24175.0
"005513",Gauge Alexander,Mahoutokoro,2001-11-04,39881.0
"901090",Ricky Esparza,RAVENCLAW,1954-09-08,11772.0
"321905",Malakai Barajas,RAVENCLAW,1960-10-04,49719.0
"023519",Turner Maynard,Slytherin,1962-04-23,9058.0
"024810",Madelynn Stuart,"",1962-10-24,37208.0
"139910",Sadie Bullock,Hufflepuff,1982-04-07,236.0
"81413",Zackary Bennett,G,1985-04-02,7398.0
"650295",Moriah Carter,Slytherin,1969-01-12,20510.0
"944433",Lucia Kelley,Beauxbatons,1991-03-24,14583.0
"079005",Gemma Fernandez,Hufflepuff,1954-12-15,16172.0
"000493",Monique Wilkerson,GRYFFINDOR,1992-12-21,44732.0
"768812",Ainsley Velazquez,Slytherin,1963-02-05,29528.0
"627552",Micaela Molina,Sprout,2000-01-19,2875.0
"835585",Skylar Shaffer,N/A,2002-06-16,46213.0
"578132",Hailie Davila,OThers,1981-04-14,8092.0
"37986",Shaylee Ayers,Uagadou,1956-07-09,4412.0
"432196",Joe Khan,Green,1965-06-11,28556.0
"686055",Liam Dodson,SL,1965-05-27,30432.0
"038339",Chase Martinez,Ravenclaw,2009-09-29,35308.0
"305805",Angeline Leach,ravenclaw,2009-01-02,42386.0
"127374",Holden Swanson,gryfindor,1987-11-04,44766.0
"294465",Yaritza Proctor,Badgers,1981-11-21,31914.0
"213753",Terrance Estrada,SL,1960-02-26,20526.0
"78693",Tyrone Mejia,HUFFLEPUFF,2007-10-22,10062.0
"732929",Kiera Keith,N/A,2006-07-19,12547.0
"216630",Braylen Lowe,SLYTHERIN,2006-11-12,5513.0
"651882",Bradley Hicks,.,1971-10-25,44864.0
"835660",Darren West,G,2013-07-03,38871.0
"320928",Marvin Horne,Eagles,2002-05-22,20840.0
"925755",Marisa Brennan,Durmstrang,1983-07-19,43363.0
"743515",Kane Lang,HUFFLEPUFF,2008-03-15,24179.0
"367929",Brogan Cohen,Green,1982-06-09,49268.0
"981309",Sidney Castillo,Huffle,1956-04-09,49503.0
"173995",Axel Richard,HU,1985-06-29,21875.0
"16536",Ayana Delacruz,Gryffindor,1966-06-08,22530.0
"457509",Katelynn Wyatt,gryf,1989-02-24,58.0
"315263",Marcel Gross,ravenclaw,2008-06-24,22368.0
"37285",Jair Becker,Gryffindor,1976-03-24,28370.0
"669498",Roselyn Ho,Hufflepuff,1973-07-14,32156.0
"965921",Deandre Hoover,Green,1979-02-04,36760.0
"217027",Tabitha Yates,GR,1975-09-27,33082.0
"2518",Eliza Hunt,H,1964-06-01,26114.0
"661673",Isla Dawson,Ravenclaw,1994-04-04,3406.0
"98999",Rodolfo Whitney,Gr,1976-07-01,16925.0
"047770",Julianna Leonard,SLYTHERIN,1989-05-23,5767.0
"384351",Leanna Durham,GR,2002-02-21,21354.0
"517219",Jason Hester,HUFFLEPUFF,1993-05-21,1551.0
"869892",Ivy Blackburn,Ravenclaw,1987-10-20,8936.0
"822080",Arely Franco,Ravenclaw,1983-10-01,36810.0
"490583",Aubrey Murray,Ravenclaw,1971-02-13,3439.0
"572746",Neveah Norman,G,1974-11-01,12919.0
"461425",Josephine Bright,Gryffindor,1973-03-10,40026.0
"938287",Kayla Moreno,SLYTHERIN,1956-03-03,19264.0
"979411",Leia Park,Gryffindor,1967-03-06,21528.0
"743858",Courtney Perkins,N/A,2014-01-15,31448.0
"356529",Landen Fowler,Green,2005-07-30,31915.0
"911140",Ayla Stephens,HU,1986-08-23,27056.0
"384442",Ray Washington,Yellow,1991-03-03,15589.0
"48398",Annie Hatfield,HU,1992-10-03,1397.0
"751206",Maddox Cannon,Ravenclaw,2003-09-19,24840.0
"100858",Peyton Vincent,GR,1991-03-14,48432.0
"586155",Dylan Acosta,N/A,1956-01-30,4536.0
"743637",Dashawn Klein, ,1992-11-13,18328.0
"138661",Mohammad Frank,H,1985-03-26,6845.0
"050023",Valery Ross,N/A,1979-04-03,4263.0
"246826",Cole Rowe,RAVENCLAW,2011-04-12,46187.0
"347417",Darion Cortez,Slyth,1954-07-02,42427.0
"805987",Jairo Donaldson,Eagles,1974-09-22,8312.0
"994688",Casey Guerra,SLYTHERIN,1962-08-10,30933.0
"26635",Konner Wagner,SLYTHERIN,1976-06-25,31649.0
"627183",Sara Marks,Beauxbatons,1975-10-24,30174.0
"049858",Beatrice Howell,HUFFLE,1986-06-04,49425.0
"851982",Cameron Casey,"",1955-01-31,5583.0
"794951",Hugh Vargas,gryfindor,1994-01-23,7563.0
"607227",Rory Holland,Slytherin,1975-12-17,5114.0
"852380",Lamont Curry,G,1995-06-20,6560.0
"645947",Rafael Soto,RAVENCLAW,1983-12-21,20894.0
"731541",Peyton Rios,Hufflepuff,1978-12-25,9346.0
"435898",Akira Conrad,Beauxbatons,1977-08-16,46910.0
"616384",Albert Winters,Hufflepuff,1967-04-23,34182.0
"430154",Kayla Crane,Green,1996-06-23,34868.0
"375070",Ian Jordan,gryf,1984-01-03,38754.0
"637909",Asher Flores,"",1995-12-28,14361.0
"853737",Danica Farley,SLYTHERIN,2002-12-08,16610.0
"87454",Gia Foster,Hufflepuff,1986-05-17,17894.0
"613451",Amelie Potts,HUFFLE,2002-02-20,33766.0
"875596",Natalee Fuller,RAVENCLAW,1956-02-06,48064.0
"135684",Brogan Bartlett,GR,1958-05-07,11765.0
"145068",Kristen Foster,Ravenclaw,1975-09-07,45788.0
"575110",Alannah Cantu,G,1970-03-01,7964.0
"29125",Marlene Haley,Eagles,1955-05-07,19978.0
"539342",Abby Spence,Hufflepuff,1969-11-30,19637.0
"244186",Donald Holt,Gr,2002-06-09,46957.0
"481946",Sydnee Sheppard,Ravenclaw,1977-06-12,16238.0
"820105",Eva Harper,Red,1957-06-05,4272.0
"592391",Oswaldo Orozco,S,2008-07-20,17520.0
"486859",Tyler Sullivan,Slytherin,1969-11-23,34485.0
"293763",Madalynn Frey,Beauxbatons,1981-04-08,13597.0
"025651",Luca Cantrell,griffindor,1990-07-11,12324.0
"181752",Kelton Woodard,Hufflepuff,2000-05-07,9185.0
"374234",Isaias Chavez,Snape,2004-10-31,33721.0
"809033",Chaz Estes,Gryffindor,1993-06-05,25095.0
"021490",Serena Silva,Beauxbatons,1967-03-03,15763.0
"244626",Fletcher Madden,griffindor,2008-04-24,27893.0
"422146",Caden Hoover,G,1977-03-15,37160.0
"429013",Joel Lucas,GRYFFINDOR,1962-05-24,8464.0
"869633",Melina Brady,Beauxbatons,2010-12-16,5938.0
"934535",Keely Vargas,RAVENCLAW,2005-11-18,11858.0
"486437",Piper Cummings,HUFFLEPUFF,2006-02-25,20095.0
"658959",Callum Mcneil,HUFFLEPUFF,2006-03-15,6641.0
"847198",Cynthia Webb,RAVENCLAW,1992-03-05,17296.0
"368864",Gustavo Freeman,"",2000-09-04,41835.0
"219046",Richard Willis,GRYFFINDOR,1976-05-16,3501.0
"601848",Helen Jacobs,HU,1986-02-16,17140.0
"345309",Isabel Schneider,GR,1972-09-16,44212.0
"229208",Darion Chavez,Hufflepuff,1957-11-06,31050.0
"447569",Marc Vance,Wampus(Ilvermorny),1993-06-18,45688.0
"265945",Dane Gibson,GRYFFINDOR,1996-01-06,11382.0
"614673",Chandler Avery,gryffindor,1967-09-04,5260.0
"33823",Elianna House,GR,1963-02-04,43078.0
"759834",Brooks Casey,Ravenclaw,2013-06-12,49676.0
"928901",Cristina Hays,Eagles,2003-09-16,24724.0
"974615",Thalia Chung,Snape,1994-12-04,39546.0
"45748",Janessa Serrano,House,1991-05-08,25316.0
"200981",Lamont Washington,Slytherin,1958-05-02,21480.0
"782740",Jazlynn Booth,McGonagall,2004-11-26,24316.0
"66748",Alia Bartlett,Durmstrang,1978-09-14,40162.0
"576807",Josue Figueroa,Hufflepuff,1971-08-19,4076.0
"954213",Kelly Tate,raven,1956-03-17,596.0
"786287",Callum Barton,Green,1989-02-13,31903.0
"849886",Niko Luna,Gr,1983-09-13,31715.0
"903124",Allison Kirby,gryfindor,2014-05-13,42651.0
"169723",Thomas Branch,HUFFLEPUFF,1956-10-01,10180.0
"056846",Bailey Ramirez,Mahoutokoro,1978-12-05,26499.0
"502463",Diego Estrada,HU,2013-05-01,16642.0
"489977",Madelynn Roberts,SLYTHERIN,1983-10-15,3307.0
"559920",Charity Newman,Huffle,1992-02-14,14211.0
"604017",Jordon English,HU,1970-04-07,6446.0
"2932",Michael Huff,Durmstrang,2014-03-05,34371.0
"122040",Jocelynn Bradley,"",2011-08-04,35038.0
"5222",Makena Shah,ravenclaw,1973-10-18,10011.0
"785312",Kiana Mcclure,HU,1956-03-09,21697.0
"015591",Yasmin Lam,RAVENCLAW,1997-04-12,20782.0
"297516",Pedro Dodson,gryffindor,1991-12-16,37407.0
"267161",Melina Padilla,R,1996-10-20,1973.0
"704510",Noelle Copeland,RAVENCLAW,1986-01-31,42055.0
"734066",Cael Lowe,GRYFFINDOR,1987-08-31,10197.0
"677477",Ashlee Cameron,RAVENCLAW,1980-01-02,43033.0
"26293",Jace Bernard,"",1978-05-01,47776.0
"824912",Rory Zimmerman,Blue,1992-04-07,20756.0
"42106",Zaid Stanton,Snakes,1996-02-25,49752.0
"983149",Andrea Meza,griffindor,1969-09-21,45965.0
"295937",Jaida Glass,Hufflepuff,1962-01-07,31628.0
"49300",Madilyn Booker,raven,1971-04-23,21266.0
"743253",Brady Odonnell,Jigglypuff,1987-03-03,7582.0
"487865",Matthias Mcdaniel,Beauxbatons,1990-05-13,22989.0
"199821",Isaias Friedman,Beauxbatons,1998-09-07,42628.0
"456216",Linda Meyer,griffindor,1990-02-20,11918.0
"922403",Xiomara Montgomery,Beauxbatons,1963-02-26,19049.0
"106245",Weston Baker,Red,1961-10-11,17613.0
"919325",Darien Hall,Gryffindor,1991-11-20,30679.0
"145162",Branson Sutton,Green,1971-10-17,28026.0
"148876",Rebecca Carney,gryffindor,1971-01-02,21456.0
"240257",Alyson Wells,Koldovstoretz,2007-12-07,18784.0
"133385",Wayne Cobb,Hufflepuff,1957-08-31,46607.0
"35029",Mackenzie Powers,"",1989-07-02,40778.0
"297020",Emma Frost,RAVENCLAW,2003-03-23,8698.0
"4743",Mariah Jones,HUFFLE,1993-05-08,1389.0
"812092",Raquel Madden,Ravenclaw,1997-11-23,47409.0
"644274",Makai Combs,Castelobruxo,1962-07-24,6822.0
"142851",Peter Bullock,Beauxbatons,2013-11-26,18133.0
"641825",Kade Cameron,gryffindor,1957-06-19,13782.0
"004570",Yesenia Calderon,Durmstrang,2008-05-10,673.0
"011384",Ellis Stokes,"",1996-12-03,19.0
"51740",Angel Whitaker,ravenclaw,1973-08-10,23124.0
"895649",Diana Barnes,RAVENCLAW,1989-05-19,46787.0
"05670",Lilly Dodson,HUFFLE,1998-10-02,40905.0
"597370",Addison Walker,SL,1964-03-29,1297.0
"111782",Kolby Middleton,Durmstrang,2009-11-22,26938.0
"613461",Joey Gordon,N/A,2004-08-01,33079.0
"364658",Eve Valentine,Blue,2007-05-16,15006.0
"969080",Clinton Ferguson,GR,1973-10-26,23883.0
"266245",Anastasia Fritz,Lions,1984-09-13,21283.0
